customer_id,Recency,Frequency,MonetaryValue,R_quartile,F_quartile,M_quartile,RFM_score,RFM_segment,customer_category
1388,19,6,3792,3,2,3,323,Mid Value,Late Bloomer
1389,49,9,6263,2,4,4,244,Mid Value,Losing Customer
1390,1,9,3474,4,4,3,443,High Value,Very Loyal
1391,63,3,2283,2,1,2,212,Low Value,Almost Lost Customer
1392,107,3,3196,1,1,3,113,Low Value,Evasive Customer
1393,1,3,798,4,1,1,411,Low Value,Recent Customer
1394,171,4,1796,1,1,1,111,Low Value,Lost Customer
1395,87,3,1471,1,1,1,111,Low Value,Lost Customer
1396,9,10,7075,4,4,4,444,High Value,Platinum Customer
1397,137,6,4563,1,2,4,124,Low Value,Evasive Customer
1398,36,7,5649,3,3,4,334,High Value,Potential Customer
1399,16,4,2234,4,1,2,412,Low Value,Recent Customer
1400,56,7,4939,2,3,4,234,Mid Value,Losing Customer
1401,81,4,2405,2,1,2,212,Low Value,Almost Lost Customer
1402,40,8,3067,3,4,3,343,High Value,Potential Customer
1403,164,2,685,1,1,1,111,Low Value,Lost Customer
1404,7,10,5426,4,4,4,444,High Value,Platinum Customer
1405,33,11,2281,3,4,2,342,Mid Value,Potential Customer
1406,28,6,2396,3,2,2,322,Mid Value,Late Bloomer
1407,0,9,3796,4,4,3,443,High Value,Very Loyal
1408,10,3,2731,4,1,2,412,Low Value,Recent Customer
1409,22,5,2637,3,2,2,322,Mid Value,Late Bloomer
1410,60,7,5597,2,3,4,234,Mid Value,Losing Customer
1411,35,6,4268,3,2,4,324,Mid Value,Potential Customer
1412,121,4,2223,1,1,2,112,Low Value,Evasive Customer
1413,3,6,3277,4,2,3,423,Mid Value,Becoming Loyal
1414,18,2,630,3,1,1,311,Low Value,Losing Customer
1415,57,4,3062,2,1,3,213,Low Value,High Risk Customer
1416,67,5,1266,2,2,1,221,Mid Value,High Risk Customer
1417,56,7,3873,2,3,3,233,Mid Value,Losing Customer
1418,86,7,2721,1,3,2,132,Low Value,Almost Lost Customer
1419,22,5,972,3,2,1,321,Mid Value,Late Bloomer
1420,38,5,2121,3,2,2,322,Mid Value,Late Bloomer
1421,57,6,2529,2,2,2,222,Mid Value,High Risk Customer
1422,38,8,1796,3,4,1,341,Mid Value,Potential Customer
1423,24,6,3233,3,2,3,323,Mid Value,Late Bloomer
1424,76,3,1475,2,1,1,211,Low Value,Almost Lost Customer
1425,0,4,3144,4,1,3,413,Low Value,Recent Customer
1426,48,7,3867,2,3,3,233,Mid Value,Losing Customer
1427,59,6,3684,2,2,3,223,Mid Value,High Risk Customer
1428,15,10,5508,4,4,4,444,High Value,Platinum Customer
1429,31,7,861,3,3,1,331,Mid Value,Potential Customer
1430,108,6,1917,1,2,2,122,Low Value,Evasive Customer
1431,19,4,955,3,1,1,311,Low Value,Losing Customer
1432,33,6,3727,3,2,3,323,Mid Value,Late Bloomer
1433,131,3,1908,1,1,2,112,Low Value,Evasive Customer
1434,124,2,1127,1,1,1,111,Low Value,Lost Customer
1435,33,7,5393,3,3,4,334,High Value,Potential Customer
1436,72,5,3404,2,2,3,223,Mid Value,High Risk Customer
1437,143,3,2636,1,1,2,112,Low Value,Evasive Customer
1438,6,11,6559,4,4,4,444,High Value,Platinum Customer
1439,65,4,2597,2,1,2,212,Low Value,Almost Lost Customer
1440,19,6,6362,3,2,4,324,Mid Value,Potential Customer
1441,158,2,562,1,1,1,111,Low Value,Lost Customer
1442,53,3,911,2,1,1,211,Low Value,Almost Lost Customer
1443,44,10,5004,3,4,4,344,High Value,Potential Customer
1444,38,5,1281,3,2,1,321,Mid Value,Late Bloomer
1445,6,6,3423,4,2,3,423,Mid Value,Becoming Loyal
1446,10,7,4495,4,3,4,434,High Value,Very Loyal
1447,97,7,4553,1,3,4,134,Low Value,Almost Lost Customer
1448,237,1,128,1,1,1,111,Low Value,Lost Customer
1449,14,6,4565,4,2,4,424,Mid Value,Becoming Loyal
1450,42,7,2959,3,3,3,333,High Value,Potential Customer
1451,31,7,5017,3,3,4,334,High Value,Potential Customer
1452,2,5,3431,4,2,3,423,Mid Value,Becoming Loyal
1453,0,5,3265,4,2,3,423,Mid Value,Becoming Loyal
1454,5,5,2240,4,2,2,422,Mid Value,Becoming Loyal
1455,32,5,2349,3,2,2,322,Mid Value,Late Bloomer
1456,8,4,874,4,1,1,411,Low Value,Recent Customer
1457,65,7,2330,2,3,2,232,Mid Value,Losing Customer
1458,198,3,3273,1,1,3,113,Low Value,Evasive Customer
1459,98,4,4557,1,1,4,114,Low Value,Evasive Customer
1460,12,8,10787,4,4,4,444,High Value,Platinum Customer
1461,18,7,5805,3,3,4,334,High Value,Potential Customer
1462,81,6,2331,2,2,2,222,Mid Value,High Risk Customer
1463,110,5,2171,1,2,2,122,Low Value,Evasive Customer
1464,106,7,2169,1,3,2,132,Low Value,Almost Lost Customer
1465,107,4,1429,1,1,1,111,Low Value,Lost Customer
1466,33,3,978,3,1,1,311,Low Value,Losing Customer
1467,13,7,1825,4,3,1,431,Mid Value,Becoming Loyal
1468,24,7,3564,3,3,3,333,High Value,Potential Customer
1469,74,6,2251,2,2,2,222,Mid Value,High Risk Customer
1470,1,8,3961,4,4,3,443,High Value,Very Loyal
1471,5,5,4685,4,2,4,424,Mid Value,Becoming Loyal
1472,69,7,5011,2,3,4,234,Mid Value,Losing Customer
1473,32,11,6176,3,4,4,344,High Value,Potential Customer
1474,66,5,1676,2,2,1,221,Mid Value,High Risk Customer
1475,46,8,7812,2,4,4,244,Mid Value,Losing Customer
1476,24,2,930,3,1,1,311,Low Value,Losing Customer
1477,19,9,5007,3,4,4,344,High Value,Potential Customer
1478,1,8,3669,4,4,3,443,High Value,Very Loyal
1479,15,6,2530,4,2,2,422,Mid Value,Becoming Loyal
1480,2,9,2258,4,4,2,442,Mid Value,Very Loyal
1481,20,9,2551,3,4,2,342,Mid Value,Potential Customer
1482,68,12,9269,2,4,4,244,Mid Value,Losing Customer
1483,29,8,4273,3,4,4,344,High Value,Potential Customer
1484,14,5,1455,4,2,1,421,Mid Value,Recent Customer
1485,4,2,526,4,1,1,411,Low Value,Recent Customer
1486,32,5,3681,3,2,3,323,Mid Value,Late Bloomer
1487,17,2,400,4,1,1,411,Low Value,Recent Customer
1488,40,2,133,3,1,1,311,Low Value,Losing Customer
1489,82,5,566,2,2,1,221,Mid Value,High Risk Customer
1490,68,4,2182,2,1,2,212,Low Value,Almost Lost Customer
1491,160,3,1591,1,1,1,111,Low Value,Lost Customer
1492,5,8,4645,4,4,4,444,High Value,Platinum Customer
1493,20,10,6117,3,4,4,344,High Value,Potential Customer
1494,18,10,5221,3,4,4,344,High Value,Potential Customer
1495,3,2,575,4,1,1,411,Low Value,Recent Customer
1496,53,5,3181,2,2,3,223,Mid Value,High Risk Customer
1497,182,6,3022,1,2,3,123,Low Value,Evasive Customer
1498,40,4,1583,3,1,1,311,Low Value,Losing Customer
1499,125,5,2193,1,2,2,122,Low Value,Evasive Customer
1500,5,5,3488,4,2,3,423,Mid Value,Becoming Loyal
1501,53,5,1636,2,2,1,221,Mid Value,High Risk Customer
1502,26,9,6209,3,4,4,344,High Value,Potential Customer
1503,34,10,7693,3,4,4,344,High Value,Potential Customer
1504,5,5,713,4,2,1,421,Mid Value,Recent Customer
1505,18,5,4263,3,2,4,324,Mid Value,Potential Customer
1506,0,10,6435,4,4,4,444,High Value,Platinum Customer
1507,16,4,3468,4,1,3,413,Low Value,Recent Customer
1508,61,5,3479,2,2,3,223,Mid Value,High Risk Customer
1509,44,3,1862,3,1,2,312,Low Value,Late Bloomer
1510,56,2,2238,2,1,2,212,Low Value,Almost Lost Customer
1511,16,8,3037,4,4,3,443,High Value,Very Loyal
1512,56,4,2817,2,1,2,212,Low Value,Almost Lost Customer
1513,120,6,2071,1,2,2,122,Low Value,Evasive Customer
1514,67,7,3553,2,3,3,233,Mid Value,Losing Customer
1515,8,7,2314,4,3,2,432,Mid Value,Becoming Loyal
1516,37,5,4256,3,2,4,324,Mid Value,Potential Customer
1517,28,11,5878,3,4,4,344,High Value,Potential Customer
1518,31,5,2749,3,2,2,322,Mid Value,Late Bloomer
1519,8,11,3819,4,4,3,443,High Value,Very Loyal
1520,167,4,1542,1,1,1,111,Low Value,Lost Customer
1521,95,2,824,1,1,1,111,Low Value,Lost Customer
1522,9,6,2962,4,2,3,423,Mid Value,Becoming Loyal
1523,41,3,2105,3,1,2,312,Low Value,Late Bloomer
1524,37,8,2724,3,4,2,342,Mid Value,Potential Customer
1525,24,3,1909,3,1,2,312,Low Value,Late Bloomer
1526,80,6,3446,2,2,3,223,Mid Value,High Risk Customer
1527,41,8,3855,3,4,3,343,High Value,Potential Customer
1528,75,7,5083,2,3,4,234,Mid Value,Losing Customer
1529,104,1,199,1,1,1,111,Low Value,Lost Customer
1530,1,10,7390,4,4,4,444,High Value,Platinum Customer
1531,42,7,3839,3,3,3,333,High Value,Potential Customer
1532,3,6,2827,4,2,2,422,Mid Value,Becoming Loyal
1533,104,8,3968,1,4,3,143,Low Value,Almost Lost Customer
1534,46,7,3244,2,3,3,233,Mid Value,Losing Customer
1535,104,5,2811,1,2,2,122,Low Value,Evasive Customer
1536,33,4,2018,3,1,2,312,Low Value,Late Bloomer
1537,26,9,5101,3,4,4,344,High Value,Potential Customer
1538,1,4,222,4,1,1,411,Low Value,Recent Customer
1539,65,8,3479,2,4,3,243,Mid Value,Losing Customer
1540,5,6,3641,4,2,3,423,Mid Value,Becoming Loyal
1541,70,5,3324,2,2,3,223,Mid Value,High Risk Customer
1542,133,5,1825,1,2,1,121,Low Value,Evasive Customer
1543,74,3,1359,2,1,1,211,Low Value,Almost Lost Customer
1544,329,1,903,1,1,1,111,Low Value,Lost Customer
1545,2,7,2637,4,3,2,432,Mid Value,Becoming Loyal
1546,69,7,2501,2,3,2,232,Mid Value,Losing Customer
1547,27,9,6523,3,4,4,344,High Value,Potential Customer
1548,37,3,1434,3,1,1,311,Low Value,Losing Customer
1549,3,7,2924,4,3,3,433,High Value,Becoming Loyal
1550,42,6,3172,3,2,3,323,Mid Value,Late Bloomer
1551,22,7,5171,3,3,4,334,High Value,Potential Customer
1552,99,5,5400,1,2,4,124,Low Value,Evasive Customer
1553,84,4,2002,2,1,2,212,Low Value,Almost Lost Customer
1554,20,7,5636,3,3,4,334,High Value,Potential Customer
1555,133,7,3107,1,3,3,133,Low Value,Almost Lost Customer
1556,84,5,3519,2,2,3,223,Mid Value,High Risk Customer
1557,75,7,4795,2,3,4,234,Mid Value,Losing Customer
1558,8,9,10640,4,4,4,444,High Value,Platinum Customer
1559,56,8,8624,2,4,4,244,Mid Value,Losing Customer
1560,202,3,486,1,1,1,111,Low Value,Lost Customer
1561,43,8,6918,3,4,4,344,High Value,Potential Customer
1562,100,3,2606,1,1,2,112,Low Value,Evasive Customer
1563,129,4,2877,1,1,3,113,Low Value,Evasive Customer
1564,13,3,493,4,1,1,411,Low Value,Recent Customer
1565,9,2,1182,4,1,1,411,Low Value,Recent Customer
1566,86,4,1597,1,1,1,111,Low Value,Lost Customer
1567,24,7,4071,3,3,3,333,High Value,Potential Customer
1568,139,5,3870,1,2,3,123,Low Value,Evasive Customer
1569,53,1,1103,2,1,1,211,Low Value,Almost Lost Customer
1570,33,9,5321,3,4,4,344,High Value,Potential Customer
1571,3,4,4968,4,1,4,414,Low Value,Recent Customer
1572,82,6,7651,2,2,4,224,Mid Value,High Risk Customer
1573,64,4,2236,2,1,2,212,Low Value,Almost Lost Customer
1574,73,10,3220,2,4,3,243,Mid Value,Losing Customer
1575,86,4,1050,1,1,1,111,Low Value,Lost Customer
1576,37,8,4521,3,4,4,344,High Value,Potential Customer
1577,12,7,3677,4,3,3,433,High Value,Becoming Loyal
1578,16,7,6165,4,3,4,434,High Value,Very Loyal
1579,40,10,8102,3,4,4,344,High Value,Potential Customer
1580,55,8,3225,2,4,3,243,Mid Value,Losing Customer
1581,36,8,2944,3,4,3,343,High Value,Potential Customer
1582,55,5,1914,2,2,2,222,Mid Value,High Risk Customer
1583,112,4,3221,1,1,3,113,Low Value,Evasive Customer
1584,2,2,1323,4,1,1,411,Low Value,Recent Customer
1585,37,8,3461,3,4,3,343,High Value,Potential Customer
1586,16,6,4154,4,2,3,423,Mid Value,Becoming Loyal
1587,77,5,635,2,2,1,221,Mid Value,High Risk Customer
1588,32,7,3628,3,3,3,333,High Value,Potential Customer
1589,11,6,6738,4,2,4,424,Mid Value,Becoming Loyal
1590,86,3,2248,1,1,2,112,Low Value,Evasive Customer
1591,29,12,5968,3,4,4,344,High Value,Potential Customer
1592,100,4,3348,1,1,3,113,Low Value,Evasive Customer
1593,53,6,3818,2,2,3,223,Mid Value,High Risk Customer
1594,0,6,4320,4,2,4,424,Mid Value,Becoming Loyal
1595,77,7,4891,2,3,4,234,Mid Value,Losing Customer
1596,135,5,2953,1,2,3,123,Low Value,Evasive Customer
1597,25,12,9739,3,4,4,344,High Value,Potential Customer
1598,170,5,2317,1,2,2,122,Low Value,Evasive Customer
1599,19,11,4855,3,4,4,344,High Value,Potential Customer
1600,13,9,2924,4,4,3,443,High Value,Very Loyal
1601,19,4,2317,3,1,2,312,Low Value,Late Bloomer
1602,7,5,4026,4,2,3,423,Mid Value,Becoming Loyal
1603,23,4,1488,3,1,1,311,Low Value,Losing Customer
1604,99,3,1225,1,1,1,111,Low Value,Lost Customer
1605,181,3,1721,1,1,1,111,Low Value,Lost Customer
1606,42,5,2602,3,2,2,322,Mid Value,Late Bloomer
1607,1,5,1681,4,2,1,421,Mid Value,Recent Customer
1608,12,3,1206,4,1,1,411,Low Value,Recent Customer
1609,61,5,4041,2,2,3,223,Mid Value,High Risk Customer
1610,8,5,3556,4,2,3,423,Mid Value,Becoming Loyal
1611,41,12,5450,3,4,4,344,High Value,Potential Customer
1612,67,2,2932,2,1,3,213,Low Value,High Risk Customer
1613,41,8,3512,3,4,3,343,High Value,Potential Customer
1614,50,7,2397,2,3,2,232,Mid Value,Losing Customer
1615,55,6,5353,2,2,4,224,Mid Value,High Risk Customer
1616,23,7,6150,3,3,4,334,High Value,Potential Customer
1617,5,5,2977,4,2,3,423,Mid Value,Becoming Loyal
1618,28,2,643,3,1,1,311,Low Value,Losing Customer
1619,84,10,7031,2,4,4,244,Mid Value,Losing Customer
1620,216,2,1149,1,1,1,111,Low Value,Lost Customer
1621,82,5,1162,2,2,1,221,Mid Value,High Risk Customer
1622,47,3,1506,2,1,1,211,Low Value,Almost Lost Customer
1623,2,6,3362,4,2,3,423,Mid Value,Becoming Loyal
1624,3,6,1627,4,2,1,421,Mid Value,Recent Customer
1625,9,8,8499,4,4,4,444,High Value,Platinum Customer
1626,255,2,1326,1,1,1,111,Low Value,Lost Customer
1627,24,8,4834,3,4,4,344,High Value,Potential Customer
1628,133,2,2659,1,1,2,112,Low Value,Evasive Customer
1629,1,7,6051,4,3,4,434,High Value,Very Loyal
1630,23,3,1915,3,1,2,312,Low Value,Late Bloomer
1631,131,5,3048,1,2,3,123,Low Value,Evasive Customer
1632,281,2,853,1,1,1,111,Low Value,Lost Customer
1633,17,3,2548,4,1,2,412,Low Value,Recent Customer
1634,29,4,1537,3,1,1,311,Low Value,Losing Customer
1635,139,4,1319,1,1,1,111,Low Value,Lost Customer
1636,40,5,3274,3,2,3,323,Mid Value,Late Bloomer
1637,143,8,4115,1,4,3,143,Low Value,Almost Lost Customer
1638,11,4,4046,4,1,3,413,Low Value,Recent Customer
1639,30,6,4428,3,2,4,324,Mid Value,Potential Customer
1640,62,7,1871,2,3,2,232,Mid Value,Losing Customer
1641,63,9,4326,2,4,4,244,Mid Value,Losing Customer
1642,84,5,2307,2,2,2,222,Mid Value,High Risk Customer
1643,38,8,4244,3,4,4,344,High Value,Potential Customer
1644,22,7,4938,3,3,4,334,High Value,Potential Customer
1645,90,7,1411,1,3,1,131,Low Value,Almost Lost Customer
1646,26,7,4487,3,3,4,334,High Value,Potential Customer
1647,178,7,3267,1,3,3,133,Low Value,Almost Lost Customer
1648,13,4,2124,4,1,2,412,Low Value,Recent Customer
1649,71,3,3089,2,1,3,213,Low Value,High Risk Customer
1650,10,5,1860,4,2,2,422,Mid Value,Becoming Loyal
1651,97,5,694,1,2,1,121,Low Value,Evasive Customer
1652,96,6,2662,1,2,2,122,Low Value,Evasive Customer
1653,33,5,2843,3,2,2,322,Mid Value,Late Bloomer
1654,84,4,1179,2,1,1,211,Low Value,Almost Lost Customer
1655,16,3,1337,4,1,1,411,Low Value,Recent Customer
1656,84,7,2455,2,3,2,232,Mid Value,Losing Customer
1657,61,6,2779,2,2,2,222,Mid Value,High Risk Customer
1658,280,4,1469,1,1,1,111,Low Value,Lost Customer
1659,80,7,3461,2,3,3,233,Mid Value,Losing Customer
1660,76,6,2624,2,2,2,222,Mid Value,High Risk Customer
1661,218,6,5880,1,2,4,124,Low Value,Evasive Customer
1662,62,5,1718,2,2,1,221,Mid Value,High Risk Customer
1663,13,6,2991,4,2,3,423,Mid Value,Becoming Loyal
1664,42,7,3476,3,3,3,333,High Value,Potential Customer
1665,68,8,3302,2,4,3,243,Mid Value,Losing Customer
1666,78,4,1518,2,1,1,211,Low Value,Almost Lost Customer
1667,76,7,5432,2,3,4,234,Mid Value,Losing Customer
1668,4,6,2901,4,2,3,423,Mid Value,Becoming Loyal
1669,59,6,3361,2,2,3,223,Mid Value,High Risk Customer
1670,60,9,5073,2,4,4,244,Mid Value,Losing Customer
1671,43,4,1221,3,1,1,311,Low Value,Losing Customer
1672,42,13,6123,3,4,4,344,High Value,Potential Customer
1673,133,3,748,1,1,1,111,Low Value,Lost Customer
1674,48,5,160,2,2,1,221,Mid Value,High Risk Customer
1675,101,4,3067,1,1,3,113,Low Value,Evasive Customer
1676,87,5,4291,1,2,4,124,Low Value,Evasive Customer
1677,98,8,2781,1,4,2,142,Low Value,Almost Lost Customer
1678,68,9,4732,2,4,4,244,Mid Value,Losing Customer
1679,136,4,3026,1,1,3,113,Low Value,Evasive Customer
1680,112,3,1931,1,1,2,112,Low Value,Evasive Customer
1681,18,5,2930,3,2,3,323,Mid Value,Late Bloomer
1682,82,6,5354,2,2,4,224,Mid Value,High Risk Customer
1683,82,9,5995,2,4,4,244,Mid Value,Losing Customer
1684,16,6,1507,4,2,1,421,Mid Value,Recent Customer
1685,25,2,677,3,1,1,311,Low Value,Losing Customer
1686,78,10,5672,2,4,4,244,Mid Value,Losing Customer
1687,10,4,2185,4,1,2,412,Low Value,Recent Customer
1688,23,8,2511,3,4,2,342,Mid Value,Potential Customer
1689,136,5,3334,1,2,3,123,Low Value,Evasive Customer
1690,16,9,2570,4,4,2,442,Mid Value,Very Loyal
1691,2,8,3832,4,4,3,443,High Value,Very Loyal
1692,127,5,1363,1,2,1,121,Low Value,Evasive Customer
1693,75,7,4956,2,3,4,234,Mid Value,Losing Customer
1694,19,7,4611,3,3,4,334,High Value,Potential Customer
1695,37,5,3646,3,2,3,323,Mid Value,Late Bloomer
1696,28,9,6524,3,4,4,344,High Value,Potential Customer
1697,24,5,3042,3,2,3,323,Mid Value,Late Bloomer
1698,32,8,4965,3,4,4,344,High Value,Potential Customer
1699,81,8,3652,2,4,3,243,Mid Value,Losing Customer
1700,44,7,1501,3,3,1,331,Mid Value,Potential Customer
1701,5,5,1420,4,2,1,421,Mid Value,Recent Customer
1702,14,7,2185,4,3,2,432,Mid Value,Becoming Loyal
1703,3,4,761,4,1,1,411,Low Value,Recent Customer
1704,119,2,1678,1,1,1,111,Low Value,Lost Customer
1705,15,4,2109,4,1,2,412,Low Value,Recent Customer
1706,2,8,4666,4,4,4,444,High Value,Platinum Customer
1707,17,9,3463,4,4,3,443,High Value,Very Loyal
1708,258,4,2225,1,1,2,112,Low Value,Evasive Customer
1709,4,5,2059,4,2,2,422,Mid Value,Becoming Loyal
1710,80,4,1638,2,1,1,211,Low Value,Almost Lost Customer
1711,41,7,2769,3,3,2,332,Mid Value,Potential Customer
1712,286,2,781,1,1,1,111,Low Value,Lost Customer
1713,6,7,3889,4,3,3,433,High Value,Becoming Loyal
1714,38,6,3372,3,2,3,323,Mid Value,Late Bloomer
1715,102,3,629,1,1,1,111,Low Value,Lost Customer
1716,134,2,1444,1,1,1,111,Low Value,Lost Customer
1717,46,4,1951,2,1,2,212,Low Value,Almost Lost Customer
1718,24,5,1539,3,2,1,321,Mid Value,Late Bloomer
1719,19,5,2228,3,2,2,322,Mid Value,Late Bloomer
1720,23,5,3538,3,2,3,323,Mid Value,Late Bloomer
1721,0,7,3766,4,3,3,433,High Value,Becoming Loyal
1722,4,9,8086,4,4,4,444,High Value,Platinum Customer
1723,17,5,2965,4,2,3,423,Mid Value,Becoming Loyal
1724,103,4,958,1,1,1,111,Low Value,Lost Customer
1725,60,8,5652,2,4,4,244,Mid Value,Losing Customer
1726,9,8,5084,4,4,4,444,High Value,Platinum Customer
1727,71,7,3036,2,3,3,233,Mid Value,Losing Customer
1728,45,7,3684,2,3,3,233,Mid Value,Losing Customer
1729,58,7,3005,2,3,3,233,Mid Value,Losing Customer
1730,20,3,418,3,1,1,311,Low Value,Losing Customer
1731,43,11,3521,3,4,3,343,High Value,Potential Customer
1732,97,5,2263,1,2,2,122,Low Value,Evasive Customer
1733,53,5,3170,2,2,3,223,Mid Value,High Risk Customer
1734,25,2,923,3,1,1,311,Low Value,Losing Customer
1735,65,5,2560,2,2,2,222,Mid Value,High Risk Customer
1736,54,6,3759,2,2,3,223,Mid Value,High Risk Customer
1737,45,3,3531,2,1,3,213,Low Value,High Risk Customer
1738,21,5,1841,3,2,1,321,Mid Value,Late Bloomer
1739,37,4,2395,3,1,2,312,Low Value,Late Bloomer
1740,6,8,3770,4,4,3,443,High Value,Very Loyal
1741,64,4,2725,2,1,2,212,Low Value,Almost Lost Customer
1742,59,6,1942,2,2,2,222,Mid Value,High Risk Customer
1743,86,7,4448,1,3,4,134,Low Value,Almost Lost Customer
1744,109,3,539,1,1,1,111,Low Value,Lost Customer
1745,5,12,3164,4,4,3,443,High Value,Very Loyal
1746,105,6,3706,1,2,3,123,Low Value,Evasive Customer
1747,190,4,995,1,1,1,111,Low Value,Lost Customer
1748,2,10,4973,4,4,4,444,High Value,Platinum Customer
1749,81,3,1820,2,1,1,211,Low Value,Almost Lost Customer
1750,55,6,5227,2,2,4,224,Mid Value,High Risk Customer
1751,12,4,1714,4,1,1,411,Low Value,Recent Customer
1752,28,7,3240,3,3,3,333,High Value,Potential Customer
1753,27,4,2093,3,1,2,312,Low Value,Late Bloomer
1754,142,5,3519,1,2,3,123,Low Value,Evasive Customer
1755,48,6,3451,2,2,3,223,Mid Value,High Risk Customer
1756,62,3,2046,2,1,2,212,Low Value,Almost Lost Customer
1757,229,1,827,1,1,1,111,Low Value,Lost Customer
1758,2,7,1764,4,3,1,431,Mid Value,Becoming Loyal
1759,18,6,2828,3,2,2,322,Mid Value,Late Bloomer
1760,12,7,3666,4,3,3,433,High Value,Becoming Loyal
1761,18,5,3258,3,2,3,323,Mid Value,Late Bloomer
1762,21,12,5870,3,4,4,344,High Value,Potential Customer
1763,9,7,3434,4,3,3,433,High Value,Becoming Loyal
1764,2,4,1154,4,1,1,411,Low Value,Recent Customer
1765,46,6,4439,2,2,4,224,Mid Value,High Risk Customer
1766,178,5,1829,1,2,1,121,Low Value,Evasive Customer
1767,4,5,3152,4,2,3,423,Mid Value,Becoming Loyal
1768,92,2,1821,1,1,1,111,Low Value,Lost Customer
1769,36,6,2744,3,2,2,322,Mid Value,Late Bloomer
1770,13,7,4366,4,3,4,434,High Value,Very Loyal
1771,39,6,2670,3,2,2,322,Mid Value,Late Bloomer
1772,168,4,1648,1,1,1,111,Low Value,Lost Customer
1773,8,11,5397,4,4,4,444,High Value,Platinum Customer
1774,97,4,1168,1,1,1,111,Low Value,Lost Customer
1775,52,6,3695,2,2,3,223,Mid Value,High Risk Customer
1776,34,7,3510,3,3,3,333,High Value,Potential Customer
1777,70,7,2651,2,3,2,232,Mid Value,Losing Customer
1778,312,2,2040,1,1,2,112,Low Value,Evasive Customer
1779,129,6,5042,1,2,4,124,Low Value,Evasive Customer
1780,38,4,1641,3,1,1,311,Low Value,Losing Customer
1781,9,4,1589,4,1,1,411,Low Value,Recent Customer
1782,81,6,3622,2,2,3,223,Mid Value,High Risk Customer
1783,49,12,6331,2,4,4,244,Mid Value,Losing Customer
1784,71,4,1239,2,1,1,211,Low Value,Almost Lost Customer
1785,34,6,2827,3,2,2,322,Mid Value,Late Bloomer
1786,174,2,963,1,1,1,111,Low Value,Lost Customer
1787,0,6,4865,4,2,4,424,Mid Value,Becoming Loyal
1788,29,9,4979,3,4,4,344,High Value,Potential Customer
1789,60,3,2066,2,1,2,212,Low Value,Almost Lost Customer
1790,32,5,2258,3,2,2,322,Mid Value,Late Bloomer
1791,117,6,2595,1,2,2,122,Low Value,Evasive Customer
1792,6,10,5020,4,4,4,444,High Value,Platinum Customer
1793,60,6,4960,2,2,4,224,Mid Value,High Risk Customer
1794,1,5,1788,4,2,1,421,Mid Value,Recent Customer
1795,3,6,2882,4,2,3,423,Mid Value,Becoming Loyal
1796,122,2,221,1,1,1,111,Low Value,Lost Customer
1797,54,11,6539,2,4,4,244,Mid Value,Losing Customer
1798,13,7,2934,4,3,3,433,High Value,Becoming Loyal
1799,52,4,2073,2,1,2,212,Low Value,Almost Lost Customer
1800,171,4,3242,1,1,3,113,Low Value,Evasive Customer
1801,65,8,4098,2,4,3,243,Mid Value,Losing Customer
1802,13,8,5035,4,4,4,444,High Value,Platinum Customer
1803,115,7,3130,1,3,3,133,Low Value,Almost Lost Customer
1804,31,3,2156,3,1,2,312,Low Value,Late Bloomer
1805,90,4,634,1,1,1,111,Low Value,Lost Customer
1806,37,8,4810,3,4,4,344,High Value,Potential Customer
1807,60,6,2514,2,2,2,222,Mid Value,High Risk Customer
1808,76,7,7965,2,3,4,234,Mid Value,Losing Customer
1809,27,6,3918,3,2,3,323,Mid Value,Late Bloomer
1810,6,2,168,4,1,1,411,Low Value,Recent Customer
1811,32,8,6493,3,4,4,344,High Value,Potential Customer
1812,22,10,4084,3,4,3,343,High Value,Potential Customer
1813,18,6,2137,3,2,2,322,Mid Value,Late Bloomer
1814,51,6,2459,2,2,2,222,Mid Value,High Risk Customer
1815,11,5,1964,4,2,2,422,Mid Value,Becoming Loyal
1816,80,5,3352,2,2,3,223,Mid Value,High Risk Customer
1817,31,11,4244,3,4,4,344,High Value,Potential Customer
1818,24,7,4516,3,3,4,334,High Value,Potential Customer
1819,252,2,763,1,1,1,111,Low Value,Lost Customer
1820,35,9,4883,3,4,4,344,High Value,Potential Customer
1821,24,12,7335,3,4,4,344,High Value,Potential Customer
1822,2,5,848,4,2,1,421,Mid Value,Recent Customer
1823,161,6,2266,1,2,2,122,Low Value,Evasive Customer
1824,12,7,3263,4,3,3,433,High Value,Becoming Loyal
1825,40,6,4977,3,2,4,324,Mid Value,Potential Customer
1826,40,7,3405,3,3,3,333,High Value,Potential Customer
1827,38,5,3619,3,2,3,323,Mid Value,Late Bloomer
1828,150,3,757,1,1,1,111,Low Value,Lost Customer
1829,3,3,1805,4,1,1,411,Low Value,Recent Customer
1830,13,8,4578,4,4,4,444,High Value,Platinum Customer
1831,165,8,2147,1,4,2,142,Low Value,Almost Lost Customer
1832,84,8,5739,2,4,4,244,Mid Value,Losing Customer
1833,10,5,2441,4,2,2,422,Mid Value,Becoming Loyal
1834,126,4,4434,1,1,4,114,Low Value,Evasive Customer
1835,25,6,1039,3,2,1,321,Mid Value,Late Bloomer
1836,166,2,1219,1,1,1,111,Low Value,Lost Customer
1837,35,7,4515,3,3,4,334,High Value,Potential Customer
1838,49,5,4691,2,2,4,224,Mid Value,High Risk Customer
1839,49,7,2784,2,3,2,232,Mid Value,Losing Customer
